"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,23,10,5,11,15
Admitidas,21,6,5,8,8
No admitidas,2,4,0,3,7
