"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,57,63,57,39,61
Admitidas,49,54,50,35,44
No admitidas,8,9,7,4,17
