"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,82,81,86,88,93
Admitidas (presentadas en el centro),69,73,80,87,87
Admitidas (presentadas en otro centro),0,3,1,0,0
No admitidas (presentadas en el centro),14,5,5,1,6
