"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,206,148,175,148,113
Admitidas,177,105,124,89,98
No admitidas,29,43,51,59,15
