"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,84,92,70,65,69
Admitidas,83,81,70,59,64
No admitidas,1,11,0,6,5
