"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,102,114,139,174,148
Admitidas,99,104,115,134,121
No admitidas,3,10,24,40,27
