"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,128,114,116,87,116
Admitidas (presentadas en el centro),90,103,103,69,99
Admitidas (presentadas en otro centro),0,6,3,5,7
No admitidas (presentadas en el centro),39,5,10,13,10
