"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,68,65,52,39,40
Admitidas,66,60,48,36,35
No admitidas,2,5,4,3,5
