"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,136,126,125,135,136
Admitidas (presentadas en el centro),104,109,101,104,109
Admitidas (presentadas en otro centro),0,3,5,7,3
No admitidas (presentadas en el centro),34,14,19,24,24
