"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,63,54,60,44,56
Admitidas,52,49,41,39,43
No admitidas,11,5,19,5,13
