"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,15,8,6,7,6
Admitidas,10,6,2,7,6
No admitidas,5,2,4,0,0
