"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,262,262,280,261,234
Admitidas,120,125,145,158,108
No admitidas,142,137,135,103,126
