"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,3,29,70,127,38
Admitidas,1,19,28,61,0
No admitidas,2,10,42,66,38
