"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,193,227,227,210,219
Admitidas (presentadas en el centro),139,174,164,170,167
Admitidas (presentadas en otro centro),0,1,0,2,2
No admitidas (presentadas en el centro),57,52,63,38,50
