"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,131,143,96,152,163
Admitidas,114,141,96,124,128
No admitidas,17,2,0,28,35
