"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,107,117,105,120,141
Admitidas (presentadas en el centro),74,107,92,100,125
Admitidas (presentadas en otro centro),0,6,8,15,7
No admitidas (presentadas en el centro),38,4,5,5,9
