"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,79,130,78,70,58
Admitidas,78,107,67,68,55
No admitidas,1,23,11,2,3
