"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,209,240,240,216,247
Admitidas (presentadas en el centro),133,128,127,121,132
Admitidas (presentadas en otro centro),0,2,6,8,7
No admitidas (presentadas en el centro),77,109,107,87,108
