"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,194,230,222,153,160
Admitidas,144,174,141,134,121
No admitidas,50,56,81,19,39
