"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,64,66,65,54,62
Admitidas,59,59,62,51,58
No admitidas,5,7,3,3,4
