"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,206,210,184,188,168
Admitidas (presentadas en el centro),142,140,128,144,129
Admitidas (presentadas en otro centro),0,7,9,6,11
No admitidas (presentadas en el centro),71,61,47,36,28
