"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,36,32,59,101,77
Admitidas,20,10,11,24,31
No admitidas,16,22,48,77,46
