"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,138,133,103,162,179
Admitidas,122,87,70,118,126
No admitidas,16,46,33,44,53
