"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,208,247,201,211,215
Admitidas (presentadas en el centro),165,183,163,167,165
Admitidas (presentadas en otro centro),0,4,4,5,4
No admitidas (presentadas en el centro),45,60,34,39,46
