"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,143,141,127,137,125
Admitidas (presentadas en el centro),105,112,102,111,108
Admitidas (presentadas en otro centro),0,3,1,1,1
No admitidas (presentadas en el centro),39,25,24,25,16
