"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,51,23,29,26,26
Admitidas,47,0,0,5,10
No admitidas,4,23,29,21,16
