"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,151,154,140,140,123
Admitidas,142,113,115,121,106
No admitidas,9,41,25,19,17
