"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,129,166,155,160,161
Admitidas (presentadas en el centro),105,112,116,105,109
Admitidas (presentadas en otro centro),0,5,7,10,6
No admitidas (presentadas en el centro),24,48,32,44,43
