"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,130,119,113,116,119
Admitidas (presentadas en el centro),95,98,99,96,94
Admitidas (presentadas en otro centro),0,2,7,4,10
No admitidas (presentadas en el centro),36,19,7,16,15
