"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,130,115,104,105,117
Admitidas (presentadas en el centro),81,91,86,86,94
Admitidas (presentadas en otro centro),0,4,3,2,3
No admitidas (presentadas en el centro),49,20,15,17,20
