"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,148,126,134,140,124
Admitidas (presentadas en el centro),111,108,105,107,96
Admitidas (presentadas en otro centro),0,4,4,6,4
No admitidas (presentadas en el centro),39,14,24,27,24
