"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,5,18,5,5,11
Admitidas,4,7,5,4,11
No admitidas,1,11,0,1,0
