"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,9,8,13,8,4
Admitidas,8,8,5,4,3
No admitidas,1,0,8,4,1
