"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,199,186,129,197,190
Admitidas,155,128,91,127,148
No admitidas,44,58,38,70,42
