"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,73,83,95,81,85
Admitidas,72,67,84,69,65
No admitidas,1,16,11,12,20
