"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,12,14,17,16
Admitidas,8,12,14,15,12
No admitidas,0,0,0,2,4
