"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,101,137,132,157,140
Admitidas (presentadas en el centro),70,74,74,70,72
Admitidas (presentadas en otro centro),0,2,1,3,2
No admitidas (presentadas en el centro),36,61,57,84,65
