"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,73,97,81,138,124
Admitidas,63,58,51,94,92
No admitidas,10,39,30,44,32
