"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,212,171,201,188,158
Admitidas (presentadas en el centro),114,106,121,109,102
Admitidas (presentadas en otro centro),0,5,3,5,4
No admitidas (presentadas en el centro),105,60,77,74,52
