"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,155,168,185,202,204
Admitidas,147,163,185,187,193
No admitidas,8,5,0,15,11
