"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,66,64,55,53,44
Admitidas,52,52,39,41,41
No admitidas,14,12,16,12,3
