"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,56,53,59,61,48
Admitidas,49,47,58,60,46
No admitidas,7,6,1,1,2
