"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,14,10,5,12,8
Admitidas,5,4,0,5,3
No admitidas,9,6,5,7,5
