"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,46,37,30,19,23
Admitidas,45,36,30,18,17
No admitidas,1,1,0,1,6
