"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,43,54,49,66,66
Admitidas (presentadas en el centro),27,53,47,60,60
Admitidas (presentadas en otro centro),0,0,2,3,1
No admitidas (presentadas en el centro),16,1,0,3,5
