"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,109,81,60,81,54
Admitidas,73,66,57,80,52
No admitidas,36,15,3,1,2
