"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,55,65,51,37,43
Admitidas,49,46,43,33,35
No admitidas,6,19,8,4,8
