"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,228,220,190,187,209
Admitidas (presentadas en el centro),106,116,113,105,112
Admitidas (presentadas en otro centro),0,3,2,1,2
No admitidas (presentadas en el centro),123,100,75,81,95
