"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,2,21,26,16,9
Admitidas,0,5,2,2,5
No admitidas,2,16,24,14,4
