"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,18,12,5,8,9
Admitidas,13,9,3,4,4
No admitidas,5,3,2,4,5
