"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,4,18,18,19,32
Admitidas,4,12,9,14,16
No admitidas,0,6,9,5,16
