"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,209,183,182,149,170
Admitidas (presentadas en el centro),152,151,155,136,157
Admitidas (presentadas en otro centro),0,8,6,4,6
No admitidas (presentadas en el centro),59,24,21,9,7
