"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,192,148,142,149,173
Admitidas (presentadas en el centro),118,122,121,112,128
Admitidas (presentadas en otro centro),0,6,5,6,10
No admitidas (presentadas en el centro),84,19,16,31,35
