"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,148,167,161,167,133
Admitidas (presentadas en el centro),99,99,103,108,93
Admitidas (presentadas en otro centro),0,8,4,4,7
No admitidas (presentadas en el centro),54,60,53,54,33
