"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,159,160,190,258,239
Admitidas,150,120,178,187,169
No admitidas,9,40,12,71,70
