"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,121,124,105,86,79
Admitidas,74,100,59,54,72
No admitidas,47,24,46,32,7
