"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,66,71,61,51,65
Admitidas,66,71,61,46,65
No admitidas,0,0,0,5,0
