"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,57,33,43,34,38
Admitidas,52,27,38,32,35
No admitidas,5,6,5,2,3
