"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,62,66,62,53,54
Admitidas,59,63,60,50,52
No admitidas,3,3,2,3,2
