"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,108,98,99,85,56
Admitidas,101,90,75,72,48
No admitidas,7,8,24,13,8
