"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,160,169,186,178,180
Admitidas,143,129,131,127,127
No admitidas,17,40,55,51,53
