"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,56,44,45,41,35
Admitidas,54,44,41,40,34
No admitidas,2,0,4,1,1
