"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,142,150,173,171,166
Admitidas (presentadas en el centro),113,131,137,137,150
Admitidas (presentadas en otro centro),0,3,2,2,3
No admitidas (presentadas en el centro),29,16,34,32,13
