"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,68,52,59,68,80
Admitidas,59,46,42,54,54
No admitidas,9,6,17,14,26
